age;workclass;education;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;result
[-inf-22); Private; Some-college; Never-married; Sales; Own-child; White; Male;[-inf-57);[1569-1821);[-inf-35); United-States; <=50K
[24-28); Private; Masters; Never-married; Prof-specialty; Own-child; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Bachelors; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[30-36); Self-emp-inc; Assoc-voc; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[36-44); Federal-gov; Masters; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[62-inf); Without-pay; HS-grad; Married-civ-spouse; Adm-clerical; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[-inf-35); Philippines; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[62-inf); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Exec-managerial; Wife; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; 10th; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Federal-gov; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Local-gov; HS-grad; Divorced; Other-service; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Tech-support; Wife; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; >50K
[44-62); Private; HS-grad; Separated; Sales; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Handlers-cleaners; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[7074-inf);[-inf-1552);[35-40); United-States; >50K
[30-36); Private; HS-grad; Never-married; Machine-op-inspct; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; Bachelors; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; >50K
[24-28); Private; Bachelors; Never-married; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-not-inc; 7th-8th; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; >50K
[36-44); Private; HS-grad; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Some-college; Never-married; Tech-support; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; Black; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[24-28); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Machine-op-inspct; Other-relative; Black; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[62-inf); Self-emp-inc; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); Local-gov; Some-college; Never-married; Adm-clerical; Not-in-family; Other; Male;[-inf-57);[-inf-1552);[40-42); Ecuador; <=50K
[44-62); Private; Some-college; Never-married; Craft-repair; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; >50K
[24-28); Private; HS-grad; Never-married; Adm-clerical; Other-relative; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Other-service; Unmarried; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Bachelors; Married-spouse-absent; Sales; Unmarried; White; Female;[-inf-57);[2385-2581);[50-inf); United-States; >50K
[36-44); Private; Masters; Divorced; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; HS-grad; Married-civ-spouse; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; Bachelors; Married-civ-spouse; Farming-fishing; Wife; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; HS-grad; Never-married; Adm-clerical; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[-inf-35); Trinadad&Tobago; <=50K
[-inf-22); Private; HS-grad; Never-married; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[1569-1821);[40-42); United-States; <=50K
[44-62); Private; Assoc-voc; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[1569-1821);[50-inf); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Sales; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; HS-grad; Never-married; Handlers-cleaners; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Never-married; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Never-married; Farming-fishing; Own-child; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[22-24); Private; HS-grad; Never-married; Exec-managerial; Own-child; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Local-gov; Bachelors; Never-married; Adm-clerical; Not-in-family; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[-inf-35); India; <=50K
[36-44); Self-emp-inc; Assoc-acdm; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; Assoc-acdm; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Local-gov; Bachelors; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); Dominican-Republic; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Adm-clerical; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; 11th; Never-married; Machine-op-inspct; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Federal-gov; HS-grad; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; Some-college; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; HS-grad; Never-married; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Craft-repair; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); El-Salvador; <=50K
[24-28); Private; Some-college; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Never-married; Craft-repair; Unmarried; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Sales; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; 10th; Divorced; Farming-fishing; Unmarried; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Some-college; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[-inf-22); Private; 10th; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); State-gov; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[22-24); Self-emp-inc; Bachelors; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[30-36); Private; HS-grad; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Bachelors; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[4974-5119);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-not-inc; Bachelors; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-inc; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; Some-college; Never-married; Sales; Other-relative; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Some-college; Never-married; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 7th-8th; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; HS-grad; Divorced; Machine-op-inspct; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[1976-1979);[50-inf); United-States; >50K
[44-62); Self-emp-inc; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; HS-grad; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; Bachelors; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; Assoc-voc; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[30-36); Self-emp-not-inc; HS-grad; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[28-30); Private; Bachelors; Separated; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; Some-college; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Sales; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-inc; 12th; Widowed; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; HS-grad; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; Some-college; Married-civ-spouse; Sales; Husband; Amer-Indian-Eskimo; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Assoc-voc; Married-civ-spouse; Prof-specialty; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-inc; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Tech-support; Husband; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Local-gov; Masters; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Local-gov; Some-college; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[30-36); Local-gov; Bachelors; Divorced; Prof-specialty; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 5th-6th; Separated; Sales; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; 9th; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-not-inc; Some-college; Married-civ-spouse; Sales; Wife; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Masters; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[62-inf); Private; Some-college; Separated; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Local-gov; 10th; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Prof-specialty; Wife; White; Female;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; 5th-6th; Never-married; Priv-house-serv; Other-relative; White; Female;[57-3048);[-inf-1552);[40-42); El-Salvador; <=50K
[62-inf); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; 7th-8th; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Exec-managerial; Other-relative; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Assoc-acdm; Never-married; Craft-repair; Not-in-family; White; Male;[4669-4826);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; Assoc-voc; Never-married; Exec-managerial; Unmarried; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[40-42); South; <=50K
[44-62); Private; Some-college; Divorced; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; Some-college; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[1976-1979);[-inf-35); United-States; >50K
[44-62); Private; HS-grad; Separated; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); State-gov; Some-college; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; Masters; Divorced; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[44-62); Self-emp-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Bachelors; Never-married; Tech-support; Own-child; White; Female;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Assoc-acdm; Never-married; Tech-support; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Local-gov; Some-college; Never-married; Exec-managerial; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; HS-grad; Never-married; Handlers-cleaners; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Self-emp-not-inc; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; HS-grad; Never-married; Machine-op-inspct; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Masters; Never-married; Exec-managerial; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); State-gov; Masters; Never-married; Adm-clerical; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Bachelors; Never-married; Craft-repair; Not-in-family; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[40-42); Vietnam; <=50K
[62-inf); Private; HS-grad; Divorced; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); State-gov; Some-college; Separated; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Bachelors; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[30-36); Private; 12th; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Sales; Not-in-family; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[28-30); Private; Some-college; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; 1st-4th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; >50K
[22-24); Private; Bachelors; Never-married; Sales; Own-child; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Self-emp-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; Prof-school; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Self-emp-not-inc; Some-college; Never-married; Craft-repair; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[36-44); Private; Some-college; Widowed; Machine-op-inspct; Unmarried; Black; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Private; HS-grad; Never-married; Craft-repair; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); Canada; <=50K
[24-28); Private; Some-college; Never-married; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); State-gov; Some-college; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Federal-gov; Some-college; Never-married; Tech-support; Own-child; Black; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; Other; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[44-62); Private; 5th-6th; Married-civ-spouse; Machine-op-inspct; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Prof-specialty; Not-in-family; White; Male;[4669-4826);[-inf-1552);[42-50); United-States; >50K
[30-36); Private; HS-grad; Never-married; Other-service; Own-child; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Federal-gov; 11th; Never-married; Other-service; Own-child; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[-inf-35); Philippines; <=50K
[-inf-22); Private; HS-grad; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Machine-op-inspct; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 10th; Married-civ-spouse; Transport-moving; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Other-service; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Self-emp-not-inc; HS-grad; Never-married; Sales; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Federal-gov; Some-college; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[62-inf); Self-emp-not-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[-inf-35); United-States; >50K
[44-62); Self-emp-inc; Masters; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); Greece; <=50K
[30-36); Private; Bachelors; Divorced; Sales; Unmarried; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; HS-grad; Separated; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[30-36); Private; Some-college; Divorced; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Divorced; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Self-emp-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; HS-grad; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Adm-clerical; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Assoc-acdm; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
